"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"514","chr20",3163127,3232859,31,2,0,0.0645161290322581,0
"515","chr20",3232860,3234885,31,2,1,0.0645161290322581,0.032258064516129
"516","chr20",3234886,3240952,31,3,0,0.0967741935483871,0
"517","chr20",3240953,3242623,31,3,4,0.0967741935483871,0.129032258064516
"518","chr20",3242624,3243149,31,2,9,0.0645161290322581,0.290322580645161
"519","chr20",3243150,3243919,31,1,13,0.032258064516129,0.419354838709677
"520","chr20",3243920,3245423,31,1,13,0.032258064516129,0.419354838709677
"521","chr20",3245424,3245852,31,1,13,0.032258064516129,0.419354838709677
"522","chr20",3245853,3246859,31,1,13,0.032258064516129,0.419354838709677
"523","chr20",3246860,3246934,31,1,13,0.032258064516129,0.419354838709677
"524","chr20",3246935,3247284,30,1,12,0.032258064516129,0.387096774193548
"525","chr20",3247285,3249767,31,1,13,0.032258064516129,0.419354838709677
"526","chr20",3249768,3249842,29,1,12,0.032258064516129,0.387096774193548
"527","chr20",3249843,3250204,30,1,12,0.032258064516129,0.387096774193548
"528","chr20",3250205,3250994,31,1,13,0.032258064516129,0.419354838709677
"529","chr20",3250995,3265806,31,1,13,0.032258064516129,0.419354838709677
"530","chr20",3265807,3265883,31,1,12,0.032258064516129,0.387096774193548
"531","chr20",3265884,3266018,31,0,7,0,0.225806451612903
"532","chr20",3266019,3266383,31,0,1,0,0.032258064516129
"533","chr7",3051102,3283530,31,0,0,0,0
"534","chr20",3266384,3313861,31,0,0,0,0
"535","chr7",3283531,3315579,31,0,0,0,0
"536","chr5",2644810,3325530,31,0,0,0,0
"537","chr5",3325531,3325905,31,0,3,0,0.0967741935483871
"538","chr20",3313862,3330190,31,0,0,0,0
"539","chr6",2917703,3331506,31,0,0,0,0
"540","chr6",3331507,3331800,30,0,0,0,0
"541","chr14",3206654,3333186,31,0,0,0,0
"542","chr20",3330191,3343015,31,0,0,0,0
"543","chr20",3343016,3344440,31,1,0,0.032258064516129,0
"544","chr20",3344441,3345342,31,1,0,0.032258064516129,0
"545","chr10",3184809,3345352,31,0,0,0,0
"546","chr10",3345353,3345652,31,0,0,0,0
"547","chr7",3315580,3345888,31,0,0,0,0
"548","chr7",3345889,3346863,31,0,0,0,0
"549","chr7",3346864,3354723,31,0,0,0,0
"550","chr7",3354724,3360889,31,0,0,0,0
"551","chr14",3333187,3361319,31,0,0,0,0
"552","chr15",2983630,3377005,31,0,0,0,0
"553","chr9",1647099,3392355,31,0,0,0,0
"554","chr9",3392356,3392580,31,1,0,0.032258064516129,0
"555","chr9",3392581,3392974,31,10,1,0.32258064516129,0.032258064516129
"556","chr9",3392975,3396655,31,12,1,0.387096774193548,0.032258064516129
"557","chr20",3345343,3417775,31,0,0,0,0
"558","chr20",3417776,3419391,31,1,0,0.032258064516129,0
"559","chr20",3419392,3426394,31,2,0,0.0645161290322581,0
"560","chr20",3426395,3427219,31,1,0,0.032258064516129,0
"561","chr11",2438462,3436920,31,0,0,0,0
"562","chr11",3436921,3440227,31,0,2,0,0.0645161290322581
"563","chr11",3440228,3440307,31,0,1,0,0.032258064516129
"564","chr6",3331801,3444560,31,0,0,0,0
"565","chr7",3360890,3445015,31,0,0,0,0
"566","chr7",3445016,3448786,31,0,0,0,0
"567","chr20",3427220,3455372,31,1,0,0.032258064516129,0
"568","chr20",3455373,3460125,31,0,0,0,0
"569","chr14",3361320,3495983,31,0,0,0,0
"570","chr20",3460126,3504983,31,0,0,0,0
"571","chr12",2779859,3507188,31,0,0,0,0
"572","chr12",3507189,3513083,31,0,3,0,0.0967741935483871
"573","chr7",3448787,3514417,31,0,0,0,0
"574","chr7",3514418,3514501,31,0,0,0,0
"575","chr20",3504984,3514792,31,0,0,0,0
"576","chr7",3514502,3515311,31,2,0,0.0645161290322581,0
"577","chr6",3444561,3515745,31,0,0,0,0
"578","chr7",3515312,3516482,31,7,0,0.225806451612903,0
"579","chr20",3514793,3517468,31,0,0,0,0
"580","chr12",3513084,3517638,31,0,4,0,0.129032258064516
"581","chr20",3517469,3517768,31,0,0,0,0
"582","chr12",3517639,3518658,31,0,3,0,0.0967741935483871
"583","chr18",3111507,3519205,31,0,0,0,0
"584","chr7",3516483,3527029,31,8,0,0.258064516129032,0
"585","chr7",3527030,3532438,31,3,0,0.0967741935483871,0
"586","chr4",2851576,3554248,31,0,0,0,0
"587","chr4",3554249,3561512,31,3,0,0.0967741935483871,0
"588","chr3",2977563,3574212,31,0,0,0,0
"589","chr3",3574213,3574887,31,0,0,0,0
"590","chr20",3517769,3580147,31,0,0,0,0
"591","chr3",3574888,3593544,31,0,0,0,0
"592","chr3",3593545,3594594,31,1,0,0.032258064516129,0
"593","chr3",3594595,3594819,31,1,0,0.032258064516129,0
"594","chr3",3594820,3601651,31,0,0,0,0
"595","chr16",3081031,3630836,31,0,0,0,0
"596","chr20",3580148,3638905,31,0,0,0,0
"597","chr3",3601652,3655980,31,0,0,0,0
"598","chr14",3495984,3677320,31,0,0,0,0
"599","chr18",3519206,3679589,31,0,0,0,0
"600","chr16",3630837,3681242,31,0,0,0,0
"601","chr15",3377006,3681578,31,0,0,0,0
"602","chr15",3681579,3688935,31,0,0,0,0
"603","chr15",3688936,3688947,30,0,0,0,0
"604","chr18",3679590,3700637,31,0,0,0,0
"605","chr20",3638906,3703727,31,0,0,0,0
"606","chr18",3700638,3717325,31,0,0,0,0
"607","chr12",3518659,3721334,31,0,0,0,0
"608","chr12",3721335,3722637,31,0,1,0,0.032258064516129
"609","chr12",3722638,3726680,31,0,2,0,0.0645161290322581
"610","chr12",3726681,3744954,31,0,5,0,0.161290322580645
"611","chr12",3744955,3750649,31,0,5,0,0.161290322580645
"612","chr12",3750650,3751774,31,0,4,0,0.129032258064516
"613","chr20",3703728,3783521,31,0,0,0,0
"614","chr20",3783522,3783968,31,0,0,0,0
"615","chr20",3783969,3784043,31,0,0,0,0
"616","chr20",3784044,3786289,31,1,0,0.032258064516129,0
"617","chr20",3786290,3793857,31,1,0,0.032258064516129,0
"618","chr20",3793858,3794775,31,1,0,0.032258064516129,0
"619","chr20",3794776,3797231,31,1,1,0.032258064516129,0.032258064516129
"620","chr20",3797232,3798451,31,1,0,0.032258064516129,0
"621","chr20",3798452,3822700,31,0,0,0,0
"622","chr20",3822701,3823525,31,1,0,0.032258064516129,0
"623","chr20",3823526,3823675,31,1,0,0.032258064516129,0
"624","chr3",3655981,3826120,31,0,0,0,0
"625","chr20",3823676,3826646,31,0,0,0,0
"626","chr7",3532439,3870429,31,0,0,0,0
"627","chr7",3870430,3874874,31,1,0,0.032258064516129,0
"628","chr7",3874875,3880297,31,9,0,0.290322580645161,0
"629","chr3",3826121,3890681,31,0,0,0,0
"630","chr7",3880298,3925163,31,9,0,0.290322580645161,0
"631","chr15",3688948,3926563,31,0,0,0,0
"632","chr7",3925164,3926931,31,9,0,0.290322580645161,0
"633","chr16",3681243,3962605,31,0,0,0,0
"634","chr20",3826647,3967319,31,0,0,0,0
"635","chr16",3962606,3970739,31,0,0,0,0
"636","chr14",3677321,3978561,31,0,0,0,0
"637","chr14",3978562,3982048,31,0,1,0,0.032258064516129
"638","chr6",3515746,3992276,31,0,0,0,0
"639","chr6",3992277,3992715,31,3,0,0.0967741935483871,0
"640","chr7",3926932,4008691,31,9,0,0.290322580645161,0
"641","chr20",3967320,4020364,31,0,0,0,0
"642","chr7",4008692,4023267,31,9,0,0.290322580645161,0
"643","chr20",4020365,4034151,31,0,0,0,0
"644","chr20",4034152,4044844,31,19,0,0.612903225806452,0
"645","chr20",4044845,4046353,31,20,0,0.645161290322581,0
"646","chr20",4046354,4047628,31,5,0,0.161290322580645,0
"647","chr20",4047629,4047928,31,9,0,0.290322580645161,0
"648","chr20",4047929,4048153,31,11,0,0.354838709677419,0
"649","chr7",4023268,4063479,31,9,0,0.290322580645161,0
"650","chr20",4048154,4065202,31,20,0,0.645161290322581,0
"651","chr20",4065203,4065352,31,20,0,0.645161290322581,0
"652","chr20",4065353,4065577,31,19,0,0.612903225806452,0
"653","chr20",4065578,4065740,31,18,0,0.580645161290323,0
"654","chr20",4065741,4065815,31,12,0,0.387096774193548,0
"655","chr7",4063480,4067511,31,4,0,0.129032258064516,0
"656","chr15",3926564,4068402,31,0,0,0,0
"657","chr15",4068403,4070427,31,0,0,0,0
"658","chr20",4065816,4071972,31,10,0,0.32258064516129,0
"659","chr20",4071973,4073472,31,20,0,0.645161290322581,0
"660","chr20",4073473,4073547,31,6,0,0.193548387096774,0
"661","chr7",4067512,4082433,31,9,0,0.290322580645161,0
"662","chr20",4073548,4089675,31,0,0,0,0
"663","chr20",4089676,4090200,31,0,0,0,0
"664","chr20",4090201,4098115,31,0,0,0,0
"665","chr20",4098116,4099183,31,4,0,0.129032258064516,0
"666","chr3",3890682,4100419,31,0,0,0,0
"667","chr10",3345653,4106487,31,0,0,0,0
"668","chr18",3717326,4109078,31,0,0,0,0
"669","chr17",1955870,4115087,31,0,0,0,0
"670","chr12",3751775,4117847,31,0,0,0,0
"671","chr15",4070428,4122023,31,0,0,0,0
"672","chr12",4117848,4123769,31,0,1,0,0.032258064516129
"673","chr12",4123770,4126094,30,0,1,0,0.032258064516129
"674","chr12",4126095,4129466,31,0,2,0,0.0645161290322581
"675","chr12",4129467,4129541,30,0,1,0,0.032258064516129
"676","chr12",4129542,4135805,29,0,0,0,0
"677","chr7",4082434,4194700,31,0,0,0,0
"678","chr7",4194701,4195066,31,7,0,0.225806451612903,0
"679","chr14",3982049,4211392,31,0,0,0,0
"680","chr18",4109079,4262920,31,0,0,0,0
"681","chr20",4099184,4267967,31,0,0,0,0
"682","chr20",4267968,4276617,31,1,0,0.032258064516129,0
"683","chr20",4276618,4277401,18,1,0,0.032258064516129,0
"684","chr20",4277402,4277665,31,19,0,0.612903225806452,0
"685","chr20",4277666,4277740,31,20,0,0.645161290322581,0
"686","chr20",4277741,4278054,31,21,0,0.67741935483871,0
"687","chr20",4278055,4278129,31,22,0,0.709677419354839,0
"688","chr20",4278130,4280122,31,22,0,0.709677419354839,0
"689","chr20",4280123,4280748,31,21,0,0.67741935483871,0
"690","chr20",4280749,4280823,31,18,0,0.580645161290323,0
"691","chr20",4280824,4281483,31,17,0,0.548387096774194,0
"692","chr8",3114335,4283987,31,0,0,0,0
"693","chr8",4283988,4290397,31,22,0,0.709677419354839,0
"694","chr8",4290398,4299706,31,22,0,0.709677419354839,0
"695","chr8",4299707,4300100,31,22,0,0.709677419354839,0
"696","chr8",4300101,4322821,31,22,0,0.709677419354839,0
"697","chr8",4322822,4322945,31,22,0,0.709677419354839,0
"698","chr8",4322946,4324198,31,22,0,0.709677419354839,0
"699","chr8",4324199,4324278,31,22,0,0.709677419354839,0
"700","chr8",4324279,4324841,31,22,0,0.709677419354839,0
"701","chr8",4324842,4328222,31,22,0,0.709677419354839,0
"702","chr8",4328223,4329114,31,22,0,0.709677419354839,0
"703","chr7",4195067,4330760,31,9,0,0.290322580645161,0
"704","chr20",4281484,4336557,31,0,0,0,0
"705","chr8",4329115,4339180,31,22,0,0.709677419354839,0
"706","chr6",3992716,4341607,31,0,0,0,0
"707","chr8",4339181,4348720,31,21,0,0.67741935483871,0
"708","chr20",4336558,4350903,31,0,0,0,0
"709","chr20",4350904,4351136,31,1,0,0.032258064516129,0
"710","chr8",4348721,4377022,31,21,0,0.67741935483871,0
"711","chr20",4351137,4391239,31,1,0,0.032258064516129,0
"712","chr20",4391240,4392664,31,1,0,0.032258064516129,0
"713","chr10",4106488,4394482,31,0,0,0,0
"714","chr8",4377023,4404800,31,21,0,0.67741935483871,0
"715","chr8",4404801,4411374,31,18,0,0.580645161290323,0
"716","chr8",4411375,4420836,31,10,0,0.32258064516129,0
"717","chr15",4122024,4425641,31,0,0,0,0
"718","chr20",4392665,4432845,31,0,0,0,0
"719","chr20",4432846,4433070,31,0,0,0,0
"720","chr18",4262921,4454893,31,0,0,0,0
"721","chr18",4454894,4457523,31,3,0,0.0967741935483871,0
"722","chr20",4433071,4490334,31,0,0,0,0
"723","chr20",4490335,4491993,31,0,0,0,0
"724","chr20",4491994,4493333,31,0,0,0,0
"725","chr20",4493334,4495430,31,0,0,0,0
"726","chr20",4495431,4495722,31,0,0,0,0
"727","chr7",4330761,4524042,31,9,0,0.290322580645161,0
"728","chr7",4524043,4524117,31,9,0,0.290322580645161,0
"729","chr7",4524118,4525261,31,9,0,0.290322580645161,0
"730","chr15",4425642,4531845,31,0,0,0,0
"731","chr6",4341608,4535542,31,0,0,0,0
"732","chr20",4495723,4541941,31,0,0,0,0
"733","chr14",4211393,4547890,31,0,0,0,0
"734","chr14",4547891,4548839,31,1,0,0.032258064516129,0
"735","chr5",3325906,4579595,31,0,0,0,0
"736","chr5",4579596,4579670,31,16,0,0.516129032258065,0
"737","chr5",4579671,4580779,31,17,0,0.548387096774194,0
"738","chr1",3098057,4641099,31,0,0,0,0
"739","chr20",4541942,4646767,31,0,0,0,0
"740","chr20",4646768,4649629,30,0,0,0,0
"741","chr14",4548840,4650930,31,0,0,0,0
"742","chr1",4641100,4662692,31,0,0,0,0
"743","chr20",4649630,4662794,31,0,1,0,0.032258064516129
"744","chr1",4662693,4663142,31,0,0,0,0
"745","chr20",4662795,4666521,30,0,0,0,0
"746","chr7",4525262,4674396,31,9,0,0.290322580645161,0
"747","chr7",4674397,4687699,31,9,0,0.290322580645161,0
"748","chr7",4687700,4690516,31,8,0,0.258064516129032,0
"749","chr15",4531846,4693284,31,0,0,0,0
"750","chr7",4690517,4697813,31,9,0,0.290322580645161,0
"751","chr7",4697814,4697837,27,5,0,0.161290322580645,0
"752","chr15",4693285,4697873,31,0,0,0,0
"753","chr20",4666522,4708173,31,0,0,0,0
"754","chrX",2346040,4764287,31,0,0,0,0
"755","chrX",4764288,4764418,28,0,0,0,0
"756","chr20",4708174,4767159,31,0,1,0,0.032258064516129
"757","chr20",4767160,4770228,31,0,2,0,0.0645161290322581
"758","chr20",4770229,4771894,29,0,0,0,0
"759","chr10",4394483,4782851,31,0,0,0,0
"760","chr10",4782852,4783510,30,0,0,0,0
"761","chr20",4771895,4785057,31,0,2,0,0.0645161290322581
"762","chr20",4785058,4802204,29,0,0,0,0
"763","chr14",4650931,4848061,31,0,0,0,0
"764","chr20",4802205,4853593,31,0,0,0,0
"765","chr10",4783511,4873235,31,0,0,0,0
"766","chr7",4697838,4885894,31,9,0,0.290322580645161,0
"767","chr7",4885895,4888149,31,9,0,0.290322580645161,0
"768","chr10",4873236,4904086,31,0,0,0,0
"769","chr20",4853594,4905077,31,1,0,0.032258064516129,0
"770","chr20",4905078,4908263,29,1,0,0.032258064516129,0
"771","chr20",4908264,4908942,30,1,1,0.032258064516129,0.032258064516129
"772","chr16",3970740,4909574,31,0,0,0,0
"773","chr20",4908943,4911161,29,1,0,0.032258064516129,0
"774","chr20",4911162,4912219,30,1,1,0.032258064516129,0.032258064516129
"775","chr10",4904087,4920821,31,0,0,0,0
"776","chr6",4535543,4939096,31,0,0,0,0
"777","chr6",4939097,4941203,31,0,3,0,0.0967741935483871
"778","chr20",4912220,4942442,31,1,2,0.032258064516129,0.0645161290322581
"779","chr20",4942443,4946532,31,1,1,0.032258064516129,0.032258064516129
"780","chr18",4457524,4949978,31,0,0,0,0
"781","chrX",4764419,4958825,31,0,0,0,0
"782","chrX",4958826,4961710,31,0,0,0,0
"783","chrX",4961711,4961962,31,0,0,0,0
"784","chr20",4946533,4962631,31,1,0,0.032258064516129,0
"785","chr7",4888150,4967738,31,9,0,0.290322580645161,0
"786","chr7",4967739,4968318,31,9,0,0.290322580645161,0
"787","chr18",4949979,4970263,31,0,0,0,0
"788","chr7",4968319,4973651,31,9,0,0.290322580645161,0
"789","chr7",4973652,4973851,31,9,0,0.290322580645161,0
"790","chr7",4973852,4978709,31,9,0,0.290322580645161,0
"791","chr14",4848062,4980132,31,0,0,0,0
"792","chr20",4962632,4989286,31,0,0,0,0
"793","chr20",4989287,4989588,31,2,0,0.0645161290322581,0
"794","chr14",4980133,5008312,31,0,0,0,0
"795","chr7",4978710,5024188,31,9,0,0.290322580645161,0
"796","chr7",5024189,5027430,31,0,0,0,0
"797","chr7",5027431,5027505,31,7,0,0.225806451612903,0
"798","chr14",5008313,5028132,31,0,0,0,0
"799","chr7",5027506,5033036,31,8,0,0.258064516129032,0
"800","chr7",5033037,5042896,31,9,0,0.290322580645161,0
"801","chr6",4941204,5101822,31,0,0,0,0
"802","chr6",5101823,5102477,31,4,0,0.129032258064516,0
"803","chr6",5102478,5102478,30,4,0,0.129032258064516,0
"804","chr6",5102479,5105210,31,5,0,0.161290322580645,0
"805","chr6",5105211,5107322,31,3,0,0.0967741935483871,0
"806","chr17",4115088,5195107,31,0,0,0,0
"807","chr17",5195108,5205675,31,0,0,0,0
"808","chr10",4920822,5224989,31,0,0,0,0
"809","chr1",4663143,5232009,31,0,0,0,0
"810","chr1",5232010,5242666,31,0,0,0,0
"811","chr17",5205676,5244032,31,0,0,0,0
"812","chr14",5028133,5253610,31,0,0,0,0
"813","chr14",5253611,5258383,31,0,1,0,0.032258064516129
"814","chr14",5258384,5264636,31,0,0,0,0
"815","chr14",5264637,5266575,31,1,0,0.032258064516129,0
"816","chr17",5244033,5299685,31,0,0,0,0
"817","chr20",4989589,5340380,31,0,0,0,0
"818","chr20",5340381,5340547,31,0,1,0,0.032258064516129
"819","chr1",5242667,5342711,31,0,0,0,0
"820","chr20",5340548,5347113,31,0,2,0,0.0645161290322581
"821","chr20",5347114,5350414,31,0,4,0,0.129032258064516
"822","chr20",5350415,5354948,31,0,3,0,0.0967741935483871
"823","chr20",5354949,5355867,30,0,2,0,0.0645161290322581
"824","chr1",5342712,5368853,31,0,0,0,0
"825","chr1",5368854,5374914,31,0,0,0,0
"826","chr20",5355868,5378506,31,0,2,0,0.0645161290322581
"827","chr20",5378507,5380309,25,0,1,0,0.032258064516129
"828","chr20",5380310,5380816,29,1,4,0.032258064516129,0.129032258064516
"829","chr20",5380817,5380917,31,1,6,0.032258064516129,0.193548387096774
"830","chr20",5380918,5381003,31,1,8,0.032258064516129,0.258064516129032
"831","chr20",5381004,5381107,31,1,9,0.032258064516129,0.290322580645161
"832","chr20",5381108,5381207,31,1,10,0.032258064516129,0.32258064516129
"833","chr20",5381208,5382354,31,1,14,0.032258064516129,0.451612903225806
"834","chr20",5382355,5388349,31,0,14,0,0.451612903225806
"835","chr20",5388350,5388624,31,0,12,0,0.387096774193548
"836","chr20",5388625,5388699,31,0,8,0,0.258064516129032
"837","chr20",5388700,5388774,31,0,7,0,0.225806451612903
"838","chr20",5388775,5389027,31,0,7,0,0.225806451612903
"839","chr20",5389028,5390026,30,0,6,0,0.193548387096774
"840","chr20",5390027,5398130,31,0,6,0,0.193548387096774
"841","chr8",4420837,5399508,31,0,0,0,0
"842","chr20",5398131,5400109,31,0,5,0,0.161290322580645
"843","chr20",5400110,5402291,30,0,4,0,0.129032258064516
"844","chr20",5402292,5403017,31,0,4,0,0.129032258064516
"845","chr20",5403018,5403317,29,0,2,0,0.0645161290322581
"846","chr20",5403318,5403467,31,0,2,0,0.0645161290322581
"847","chr3",4100420,5405570,31,0,0,0,0
"848","chr20",5403468,5409165,31,0,2,0,0.0645161290322581
"849","chr20",5409166,5417849,31,0,2,0,0.0645161290322581
"850","chr20",5417850,5418495,30,0,2,0,0.0645161290322581
"851","chr3",5405571,5418716,30,0,0,0,0
"852","chr20",5418496,5419863,31,0,2,0,0.0645161290322581
"853","chr20",5419864,5419938,31,0,1,0,0.032258064516129
"854","chr12",4135806,5421312,31,0,0,0,0
"855","chr12",5421313,5422327,31,0,4,0,0.129032258064516
"856","chr12",5422328,5423681,28,0,0,0,0
"857","chr12",5423682,5425513,29,0,0,0,0
"858","chr20",5419939,5427909,31,0,0,0,0
"859","chr17",5299686,5445011,31,0,0,0,0
"860","chr17",5445012,5447034,31,0,0,0,0
"861","chr17",5447035,5461930,31,0,0,0,0
"862","chr17",5461931,5463601,31,0,0,0,0
"863","chr17",5463602,5463676,31,1,0,0.032258064516129,0
"864","chr17",5463677,5464354,31,2,0,0.0645161290322581,0
"865","chr17",5464355,5464579,31,1,0,0.032258064516129,0
"866","chr7",5042897,5468084,31,0,0,0,0
"867","chr20",5427910,5474078,31,0,0,0,0
"868","chr20",5474079,5486599,31,1,0,0.032258064516129,0
"869","chr17",5464580,5497864,31,0,0,0,0
"870","chr17",5497865,5497939,31,0,0,0,0
"871","chr20",5486600,5497967,31,0,0,0,0
"872","chr20",5497968,5498492,31,0,14,0,0.451612903225806
"873","chr8",5399509,5521683,31,0,0,0,0
"874","chr7",5468085,5522629,31,9,0,0.290322580645161,0
"875","chr7",5522630,5525343,31,8,0,0.258064516129032,0
"876","chr2",2857298,5530769,31,0,0,0,0
"877","chr7",5525344,5537631,31,5,0,0.161290322580645,0
"878","chr7",5537632,5540669,31,9,0,0.290322580645161,0
"879","chr2",5530770,5544757,31,0,0,0,0
"880","chr20",5498493,5550324,31,0,0,0,0
"881","chr16",4909575,5576057,31,0,0,0,0
"882","chr7",5540670,5576420,31,9,0,0.290322580645161,0
"883","chr16",5576058,5576829,31,1,0,0.032258064516129,0
"884","chr7",5576421,5577115,31,9,0,0.290322580645161,0
"885","chr2",5544758,5578999,31,0,0,0,0
"886","chr2",5579000,5579160,31,1,0,0.032258064516129,0
"887","chr2",5579161,5580085,31,3,0,0.0967741935483871,0
"888","chr10",5224990,5583052,31,0,0,0,0
"889","chr10",5583053,5585665,31,0,1,0,0.032258064516129
"890","chr3",5418717,5596591,31,0,0,0,0
"891","chr7",5577116,5597803,31,9,0,0.290322580645161,0
"892","chr20",5550325,5615587,31,0,0,0,0
"893","chr20",5615588,5615671,31,0,0,0,0
"894","chr10",5585666,5620225,31,0,0,0,0
"895","chr10",5620226,5622678,31,0,0,0,0
"896","chr20",5615672,5641962,31,0,0,0,0
"897","chr7",5597804,5664352,31,4,0,0.129032258064516,0
"898","chr7",5664353,5669527,31,5,0,0.161290322580645,0
"899","chr7",5669528,5674879,31,8,0,0.258064516129032,0
"900","chr7",5674880,5680220,31,0,0,0,0
"901","chr2",5580086,5687042,31,0,0,0,0
"902","chr2",5687043,5692478,31,17,0,0.548387096774194,0
"903","chr2",5692479,5693738,31,3,0,0.0967741935483871,0
"904","chr7",5680221,5694817,31,9,0,0.290322580645161,0
"905","chr7",5694818,5704284,31,9,0,0.290322580645161,0
"906","chr5",4580780,5721758,31,0,0,0,0
"907","chr7",5704285,5722105,31,9,0,0.290322580645161,0
"908","chr10",5622679,5729842,31,0,0,0,0
"909","chr10",5729843,5729917,31,0,6,0,0.193548387096774
"910","chr10",5729918,5733943,31,0,17,0,0.548387096774194
"911","chr7",5722106,5752850,31,0,0,0,0
"912","chr14",5266576,5766519,31,0,0,0,0
"913","chr16",5576830,5785472,31,0,0,0,0
"914","chr16",5785473,5785997,31,5,0,0.161290322580645,0
"915","chr12",5425514,5786736,31,0,0,0,0
"916","chr7",5752851,5819399,31,1,0,0.032258064516129,0
"917","chr4",3561513,5830622,31,0,0,0,0
"918","chr7",5819400,5833396,31,1,0,0.032258064516129,0
"919","chr4",5830623,5835229,31,0,0,0,0
"920","chr7",5833397,5848138,31,0,0,0,0
"921","chr8",5521684,5851243,31,0,0,0,0
"922","chr7",5848139,5853901,31,9,0,0.290322580645161,0
"923","chr7",5853902,5855198,31,9,0,0.290322580645161,0
"924","chr7",5855199,5855397,31,9,0,0.290322580645161,0
"925","chr7",5855398,5855730,31,9,0,0.290322580645161,0
"926","chr5",5721759,5860018,31,0,0,0,0
